siteid,samplecollectiondate,stationno,birds,abundance
SC-MAL,9/30/24,1,HOFI,
SC-MAL,9/30/24,1,AMGO,
SC-MAL,9/30/24,1,LEGO,
SC-MAL,9/30/24,1,HOSP,
SC-MAL,9/30/24,1,CEWA,
SC-MAL,9/30/24,2,HOGR,
SC-MAL,9/30/24,2,PBGR,3
SC-MAL,9/30/24,2,WEGR,
SC-MAL,9/30/24,2,WHPE,
SC-MAL,9/30/24,2,BRPE,6
SC-MAL,9/30/24,2,DCCO,1
SC-MAL,9/30/24,2,BCNH,
SC-MAL,9/30/24,2,GBHE,3
SC-MAL,9/30/24,2,REEG,
SC-MAL,9/30/24,2,SNEG,2
SC-MAL,9/30/24,2,GREG,
SC-MAL,9/30/24,2,MALL,
SC-MAL,9/30/24,2,GADW,13
SC-MAL,9/30/24,2,CITE,
SC-MAL,9/30/24,2,BWTE,
SC-MAL,9/30/24,2,TUVU,
SC-MAL,9/30/24,2,OSPR,1
SC-MAL,9/30/24,2,WTKI,
SC-MAL,9/30/24,2,NOHA,
SC-MAL,9/30/24,2,COHA,
SC-MAL,9/30/24,2,RSHA,
SC-MAL,9/30/24,2,RTHA,
SC-MAL,9/30/24,2,AMKE,
SC-MAL,9/30/24,2,PEFA,
SC-MAL,9/30/24,2,VIRA,
SC-MAL,9/30/24,2,LFRR,
SC-MAL,9/30/24,2,AMCO,
SC-MAL,9/30/24,2,BBPL,
SC-MAL,9/30/24,2,KILL,1
SC-MAL,9/30/24,2,AMAV,
SC-MAL,9/30/24,2,BNST,
SC-MAL,9/30/24,2,WILL,
SC-MAL,9/30/24,2,GRYE,
SC-MAL,9/30/24,2,SPSA,
SC-MAL,9/30/24,2,WESA,
SC-MAL,9/30/24,2,LESA,
SC-MAL,9/30/24,2,Peeps,
SC-MAL,9/30/24,2,WHIM,
SC-MAL,9/30/24,2,LBCU,
SC-MAL,9/30/24,2,MAGO,
SC-MAL,9/30/24,2,LBDO,
SC-MAL,9/30/24,2,RBGU,
SC-MAL,9/30/24,2,WEGU,1
SC-MAL,9/30/24,2,CAGU,3
SC-MAL,9/30/24,2,Tern_sp.,
SC-MAL,9/30/24,2,CATE,
SC-MAL,9/30/24,2,ROTE,
SC-MAL,9/30/24,2,ELTE,
SC-MAL,9/30/24,2,FOTE,
SC-MAL,9/30/24,2,ROPI,
SC-MAL,9/30/24,2,ECDO,
SC-MAL,9/30/24,2,MODO,
SC-MAL,9/30/24,2,ANHU,
SC-MAL,9/30/24,2,ALHU,
SC-MAL,9/30/24,2,COHU,
SC-MAL,9/30/24,2,Hummingbird_sp.,
SC-MAL,9/30/24,2,BEKI,1
SC-MAL,9/30/24,2,DOWO,
SC-MAL,9/30/24,2,HAWO,
SC-MAL,9/30/24,2,NUWO,
SC-MAL,9/30/24,2,Empidonax,
SC-MAL,9/30/24,2,BLPH,
SC-MAL,9/30/24,2,SAPH,
SC-MAL,9/30/24,2,CAKI,
SC-MAL,9/30/24,2,WEKI,
SC-MAL,9/30/24,2,CASJ,
SC-MAL,9/30/24,2,AMCR,35
SC-MAL,9/30/24,2,CORA,
SC-MAL,9/30/24,2,CLSW,
SC-MAL,9/30/24,2,BASW,
SC-MAL,9/30/24,2,NRWS,
SC-MAL,9/30/24,2,OATI,
SC-MAL,9/30/24,2,BUSH,
SC-MAL,9/30/24,2,HOWR,
SC-MAL,9/30/24,2,BEWR,
SC-MAL,9/30/24,2,RCKI,
SC-MAL,9/30/24,2,BGGN,
SC-MAL,9/30/24,2,WEBB,
SC-MAL,9/30/24,2,AMRO,
SC-MAL,9/30/24,2,NOMO,
SC-MAL,9/30/24,2,EUST,
SC-MAL,9/30/24,2,OCWA,
SC-MAL,9/30/24,2,YEWA,
SC-MAL,9/30/24,2,COYE,
SC-MAL,9/30/24,2,NAWA,
SC-MAL,9/30/24,2,YRWA,
SC-MAL,9/30/24,2,CATO,
SC-MAL,9/30/24,2,SPTO,
SC-MAL,9/30/24,2,SOSP,
SC-MAL,9/30/24,2,BSSP,
SC-MAL,9/30/24,2,WCSP,
SC-MAL,9/30/24,2,DEJU,
SC-MAL,9/30/24,2,RWBB,
SC-MAL,9/30/24,2,GTGR,
SC-MAL,9/30/24,2,HOOR,
SC-MAL,9/30/24,2,BUOR,
SC-MAL,9/30/24,2,HOFI,
SC-MAL,9/30/24,2,AMGO,
SC-MAL,9/30/24,2,LEGO,
SC-MAL,9/30/24,2,HOSP,
SC-MAL,9/30/24,2,CEWA,
SC-MAL,9/30/24,2,CAGO,
SC-MAL,9/30/24,2,EAGR,1
SC-MAL,9/30/24,2,SUSC,2
SC-MAL,9/30/24,3,HOGR,
SC-MAL,9/30/24,3,PBGR,1
SC-MAL,9/30/24,3,WEGR,
SC-MAL,9/30/24,3,WHPE,
SC-MAL,9/30/24,3,BRPE,
SC-MAL,9/30/24,3,DCCO,1
SC-MAL,9/30/24,3,BCNH,
SC-MAL,9/30/24,3,GBHE,
SC-MAL,9/30/24,3,REEG,1
SC-MAL,9/30/24,3,SNEG,
SC-MAL,9/30/24,3,GREG,
SC-MAL,9/30/24,3,MALL,
SC-MAL,9/30/24,3,GADW,
SC-MAL,9/30/24,3,CITE,
SC-MAL,9/30/24,3,BWTE,
SC-MAL,9/30/24,3,TUVU,
SC-MAL,9/30/24,3,OSPR,1
SC-MAL,9/30/24,3,WTKI,
SC-MAL,9/30/24,3,NOHA,
SC-MAL,9/30/24,3,COHA,
SC-MAL,9/30/24,3,RSHA,
SC-MAL,9/30/24,3,RTHA,
SC-MAL,9/30/24,3,AMKE,
SC-MAL,9/30/24,3,PEFA,
SC-MAL,9/30/24,3,VIRA,
SC-MAL,9/30/24,3,LFRR,
SC-MAL,9/30/24,3,AMCO,
SC-MAL,9/30/24,3,BBPL,
SC-MAL,9/30/24,3,KILL,
SC-MAL,9/30/24,3,AMAV,
SC-MAL,9/30/24,3,BNST,
SC-MAL,9/30/24,3,WILL,
SC-MAL,9/30/24,3,GRYE,
SC-MAL,9/30/24,3,SPSA,
SC-MAL,9/30/24,3,WESA,
SC-MAL,9/30/24,3,LESA,
SC-MAL,9/30/24,3,Peeps,
SC-MAL,9/30/24,3,WHIM,
SC-MAL,9/30/24,3,LBCU,
SC-MAL,9/30/24,3,MAGO,
SC-MAL,9/30/24,3,LBDO,
SC-MAL,9/30/24,3,RBGU,
SC-MAL,9/30/24,3,WEGU,
SC-MAL,9/30/24,3,CAGU,
SC-MAL,9/30/24,3,Tern_sp.,
SC-MAL,9/30/24,3,CATE,
SC-MAL,9/30/24,3,ROTE,
SC-MAL,9/30/24,3,ELTE,
SC-MAL,9/30/24,3,FOTE,
SC-MAL,9/30/24,3,ROPI,
SC-MAL,9/30/24,3,ECDO,
SC-MAL,9/30/24,3,MODO,
SC-MAL,9/30/24,3,ANHU,
SC-MAL,9/30/24,3,ALHU,
SC-MAL,9/30/24,3,COHU,
SC-MAL,9/30/24,3,Hummingbird_sp.,
SC-MAL,9/30/24,3,BEKI,
SC-MAL,9/30/24,3,DOWO,
SC-MAL,9/30/24,3,HAWO,
SC-MAL,9/30/24,3,NUWO,
SC-MAL,9/30/24,3,Empidonax,
SC-MAL,9/30/24,3,BLPH,1
SC-MAL,9/30/24,3,SAPH,
SC-MAL,9/30/24,3,CAKI,
SC-MAL,9/30/24,3,WEKI,
SC-MAL,9/30/24,3,CASJ,
SC-MAL,9/30/24,3,AMCR,
SC-MAL,9/30/24,3,CORA,
SC-MAL,9/30/24,3,CLSW,
SC-MAL,9/30/24,3,BASW,
SC-MAL,9/30/24,3,NRWS,
SC-MAL,9/30/24,3,OATI,
SC-MAL,9/30/24,3,BUSH,
SC-MAL,9/30/24,3,HOWR,
SC-MAL,9/30/24,3,BEWR,
SC-MAL,9/30/24,3,RCKI,
SC-MAL,9/30/24,3,BGGN,
SC-MAL,9/30/24,3,WEBB,
SC-MAL,9/30/24,3,AMRO,
SC-MAL,9/30/24,3,NOMO,
SC-MAL,9/30/24,3,EUST,20
SC-MAL,9/30/24,3,OCWA,
SC-MAL,9/30/24,3,YEWA,1
SC-MAL,9/30/24,3,COYE,
SC-MAL,9/30/24,3,NAWA,
SC-MAL,9/30/24,3,YRWA,
SC-MAL,9/30/24,3,CATO,
SC-MAL,9/30/24,3,SPTO,
SC-MAL,9/30/24,3,SOSP,2
SC-MAL,9/30/24,3,BSSP,
SC-MAL,9/30/24,3,WCSP,
SC-MAL,9/30/24,3,DEJU,
SC-MAL,9/30/24,3,RWBB,
SC-MAL,9/30/24,3,GTGR,
SC-MAL,9/30/24,3,HOOR,
SC-MAL,9/30/24,3,BUOR,
SC-MAL,9/30/24,3,HOFI,
SC-MAL,9/30/24,3,AMGO,
SC-MAL,9/30/24,3,LEGO,
SC-MAL,9/30/24,3,HOSP,
SC-MAL,9/30/24,3,CEWA,
SC-MAL,9/30/24,3,CAGO,
SC-BSC,9/27/24,1,HOGR,
SC-BSC,9/27/24,1,PBGR,
SC-BSC,9/27/24,1,WEGR,
SC-BSC,9/27/24,1,WHPE,
SC-BSC,9/27/24,1,BRPE,3
SC-BSC,9/27/24,1,DCCO,
SC-BSC,9/27/24,1,BCNH,
SC-BSC,9/27/24,1,GBHE,
SC-BSC,9/27/24,1,REEG,
SC-BSC,9/27/24,1,SNEG,
SC-BSC,9/27/24,1,GREG,
SC-BSC,9/27/24,1,MALL,
SC-BSC,9/27/24,1,GADW,
SC-BSC,9/27/24,1,CITE,
SC-BSC,9/27/24,1,BWTE,
SC-BSC,9/27/24,1,TUVU,
SC-BSC,9/27/24,1,OSPR,
SC-BSC,9/27/24,1,WTKI,
SC-BSC,9/27/24,1,NOHA,
SC-BSC,9/27/24,1,COHA,
SC-BSC,9/27/24,1,RSHA,
SC-BSC,9/27/24,1,RTHA,
SC-BSC,9/27/24,1,AMKE,
SC-BSC,9/27/24,1,PEFA,
SC-BSC,9/27/24,1,VIRA,
SC-BSC,9/27/24,1,LFRR,
SC-BSC,9/27/24,1,AMCO,
SC-BSC,9/27/24,1,BBPL,
SC-BSC,9/27/24,1,KILL,
SC-BSC,9/27/24,1,AMAV,
SC-BSC,9/27/24,1,BNST,
SC-BSC,9/27/24,1,WILL,
SC-BSC,9/27/24,1,GRYE,
SC-BSC,9/27/24,1,SPSA,
SC-BSC,9/27/24,1,WESA,
SC-BSC,9/27/24,1,LESA,
SC-BSC,9/27/24,1,Peeps,
SC-BSC,9/27/24,1,WHIM,
SC-BSC,9/27/24,1,LBCU,
SC-BSC,9/27/24,1,MAGO,
SC-BSC,9/27/24,1,LBDO,
SC-BSC,9/27/24,1,RBGU,
SC-BSC,9/27/24,1,WEGU,
SC-BSC,9/27/24,1,CAGU,
SC-BSC,9/27/24,1,Tern_sp.,
SC-BSC,9/27/24,1,CATE,
SC-BSC,9/27/24,1,ROTE,
SC-BSC,9/27/24,1,ELTE,
SC-BSC,9/27/24,1,FOTE,
SC-BSC,9/27/24,1,ROPI,
SC-BSC,9/27/24,1,ECDO,
SC-BSC,9/27/24,1,MODO,
SC-BSC,9/27/24,1,ANHU,1
SC-BSC,9/27/24,1,ALHU,1
SC-BSC,9/27/24,1,COHU,
SC-BSC,9/27/24,1,Hummingbird_sp.,
SC-BSC,9/27/24,1,BEKI,
SC-BSC,9/27/24,1,DOWO,
SC-BSC,9/27/24,1,HAWO,
SC-BSC,9/27/24,1,NUWO,1
SC-BSC,9/27/24,1,Empidonax,
SC-BSC,9/27/24,1,BLPH,
SC-BSC,9/27/24,1,SAPH,1
SC-BSC,9/27/24,1,CAKI,
SC-BSC,9/27/24,1,WEKI,
SC-BSC,9/27/24,1,CASJ,
SC-BSC,9/27/24,1,AMCR,2
SC-BSC,9/27/24,1,CORA,
SC-BSC,9/27/24,1,CLSW,
SC-BSC,9/27/24,1,BASW,1
SC-BSC,9/27/24,1,NRWS,
SC-BSC,9/27/24,1,OATI,
SC-BSC,9/27/24,1,BUSH,
SC-BSC,9/27/24,1,HOWR,
SC-BSC,9/27/24,1,BEWR,
SC-BSC,9/27/24,1,RCKI,
SC-BSC,9/27/24,1,BGGN,
SC-BSC,9/27/24,1,WEBB,
SC-BSC,9/27/24,1,AMRO,
SC-BSC,9/27/24,1,NOMO,
SC-BSC,9/27/24,1,EUST,
SC-BSC,9/27/24,1,OCWA,1
SC-BSC,9/27/24,1,YEWA,
SC-BSC,9/27/24,1,COYE,3
SC-BSC,9/27/24,1,NAWA,
SC-BSC,9/27/24,1,YRWA,
SC-BSC,9/27/24,1,CATO,1
SC-BSC,9/27/24,1,SPTO,
SC-BSC,9/27/24,1,SOSP,5
SC-BSC,9/27/24,1,BSSP,
SC-BSC,9/27/24,1,WCSP,2
SC-BSC,9/27/24,1,DEJU,
SC-BSC,9/27/24,1,RWBB,
SC-BSC,9/27/24,1,GTGR,
SC-BSC,9/27/24,1,HOOR,
SC-BSC,9/27/24,1,BUOR,
SC-BSC,9/27/24,1,HOFI,1
SC-BSC,9/27/24,1,AMGO,
SC-BSC,9/27/24,1,LEGO,
SC-BSC,9/27/24,1,HOSP,
SC-BSC,9/27/24,1,BHCO,
SC-BSC,9/27/24,1,AMPI,
SC-BSC,9/27/24,1,PISI,
SC-BSC,9/27/24,1,WREN,
SC-BSC,9/27/24,1,HETH,1
SC-ZUM,9/30/24,2,HOGR,
SC-ZUM,9/30/24,2,PBGR,
SC-ZUM,9/30/24,2,WEGR,
SC-ZUM,9/30/24,2,WHPE,
SC-ZUM,9/30/24,2,BRPE,
SC-ZUM,9/30/24,2,DCCO,
SC-ZUM,9/30/24,2,BCNH,
SC-ZUM,9/30/24,2,GBHE,
SC-ZUM,9/30/24,2,REEG,
SC-ZUM,9/30/24,2,SNEG,
SC-ZUM,9/30/24,2,GREG,
SC-ZUM,9/30/24,2,MALL,
SC-ZUM,9/30/24,2,GADW,2
SC-ZUM,9/30/24,2,CITE,
SC-ZUM,9/30/24,2,BWTE,
SC-ZUM,9/30/24,2,TUVU,
SC-ZUM,9/30/24,2,OSPR,
SC-ZUM,9/30/24,2,WTKI,
SC-ZUM,9/30/24,2,NOHA,
SC-ZUM,9/30/24,2,COHA,
SC-ZUM,9/30/24,2,RSHA,
SC-ZUM,9/30/24,2,RTHA,
SC-ZUM,9/30/24,2,AMKE,
SC-ZUM,9/30/24,2,PEFA,
SC-ZUM,9/30/24,2,VIRA,1
SC-ZUM,9/30/24,2,LFRR,
SC-ZUM,9/30/24,2,AMCO,13
SC-ZUM,9/30/24,2,BBPL,
SC-ZUM,9/30/24,2,KILL,
SC-ZUM,9/30/24,2,AMAV,
SC-ZUM,9/30/24,2,BNST,
SC-ZUM,9/30/24,2,WILL,
SC-ZUM,9/30/24,2,GRYE,
SC-ZUM,9/30/24,2,SPSA,
SC-ZUM,9/30/24,2,WESA,
SC-ZUM,9/30/24,2,LESA,
SC-ZUM,9/30/24,2,Peeps,
SC-ZUM,9/30/24,2,WHIM,
SC-ZUM,9/30/24,2,LBCU,
SC-ZUM,9/30/24,2,MAGO,
SC-ZUM,9/30/24,2,LBDO,
SC-ZUM,9/30/24,2,RBGU,
SC-ZUM,9/30/24,2,WEGU,45
SC-ZUM,9/30/24,2,CAGU,2
SC-ZUM,9/30/24,2,Tern_sp.,
SC-ZUM,9/30/24,2,CATE,
SC-ZUM,9/30/24,2,ROTE,
SC-ZUM,9/30/24,2,ELTE,
SC-ZUM,9/30/24,2,FOTE,
SC-ZUM,9/30/24,2,ROPI,
SC-ZUM,9/30/24,2,ECDO,
SC-ZUM,9/30/24,2,MODO,
SC-ZUM,9/30/24,2,ANHU,
SC-ZUM,9/30/24,2,ALHU,1
SC-ZUM,9/30/24,2,COHU,
SC-ZUM,9/30/24,2,Hummingbird_sp.,
SC-ZUM,9/30/24,2,BEKI,
SC-ZUM,9/30/24,2,DOWO,
SC-ZUM,9/30/24,2,HAWO,
SC-ZUM,9/30/24,2,NUWO,
SC-ZUM,9/30/24,2,Empidonax,
SC-ZUM,9/30/24,2,BLPH,
SC-ZUM,9/30/24,2,SAPH,
SC-ZUM,9/30/24,2,CAKI,
SC-ZUM,9/30/24,2,WEKI,
SC-ZUM,9/30/24,2,CASJ,
SC-ZUM,9/30/24,2,AMCR,1
SC-ZUM,9/30/24,2,CORA,1
SC-ZUM,9/30/24,2,CLSW,
SC-ZUM,9/30/24,2,BASW,
SC-ZUM,9/30/24,2,NRWS,
SC-ZUM,9/30/24,2,OATI,
SC-ZUM,9/30/24,2,BUSH,
SC-ZUM,9/30/24,2,HOWR,1
SC-ZUM,9/30/24,2,BEWR,
SC-ZUM,9/30/24,2,RCKI,
SC-ZUM,9/30/24,2,BGGN,
SC-ZUM,9/30/24,2,WEBB,
SC-ZUM,9/30/24,2,AMRO,
SC-ZUM,9/30/24,2,NOMO,
SC-ZUM,9/30/24,2,EUST,
SC-ZUM,9/30/24,2,OCWA,2
SC-ZUM,9/30/24,2,YEWA,
SC-ZUM,9/30/24,2,COYE,1
SC-ZUM,9/30/24,2,NAWA,
SC-ZUM,9/30/24,2,YRWA,
SC-ZUM,9/30/24,2,CATO,
SC-ZUM,9/30/24,2,SPTO,
SC-ZUM,9/30/24,2,SOSP,3
SC-ZUM,9/30/24,2,BSSP,
SC-ZUM,9/30/24,2,WCSP,
SC-ZUM,9/30/24,2,DEJU,
SC-ZUM,9/30/24,2,RWBB,
SC-ZUM,9/30/24,2,GTGR,
SC-ZUM,9/30/24,2,HOOR,
SC-ZUM,9/30/24,2,BUOR,
SC-ZUM,9/30/24,2,HOFI,1
SC-ZUM,9/30/24,2,AMGO,
SC-ZUM,9/30/24,2,LEGO,
SC-ZUM,9/30/24,2,HOSP,
SC-ZUM,9/30/24,2,CEWA,
SC-ZUM,9/27/24,1,HOGR,
SC-ZUM,9/27/24,1,PBGR,
SC-ZUM,9/27/24,1,WEGR,
SC-ZUM,9/27/24,1,WHPE,
SC-ZUM,9/27/24,1,BRPE,1
SC-ZUM,9/27/24,1,DCCO,1
SC-ZUM,9/27/24,1,BCNH,
SC-ZUM,9/27/24,1,GBHE,
SC-ZUM,9/27/24,1,REEG,
SC-ZUM,9/27/24,1,SNEG,
SC-ZUM,9/27/24,1,GREG,1
SC-ZUM,9/27/24,1,MALL,
SC-ZUM,9/27/24,1,GADW,3
SC-ZUM,9/27/24,1,CITE,
SC-ZUM,9/27/24,1,BWTE,
SC-ZUM,9/27/24,1,TUVU,
SC-ZUM,9/27/24,1,OSPR,
SC-ZUM,9/27/24,1,WTKI,
SC-ZUM,9/27/24,1,NOHA,
SC-ZUM,9/27/24,1,COHA,
SC-ZUM,9/27/24,1,RSHA,
SC-ZUM,9/27/24,1,RTHA,
SC-ZUM,9/27/24,1,AMKE,
SC-ZUM,9/27/24,1,PEFA,
SC-ZUM,9/27/24,1,VIRA,
SC-ZUM,9/27/24,1,LFRR,
SC-ZUM,9/27/24,1,AMCO,
SC-ZUM,9/27/24,1,BBPL,
SC-ZUM,9/27/24,1,KILL,2
SC-ZUM,9/27/24,1,AMAV,
SC-ZUM,9/27/24,1,BNST,
SC-ZUM,9/27/24,1,WILL,
SC-ZUM,9/27/24,1,GRYE,
SC-ZUM,9/27/24,1,SPSA,
SC-ZUM,9/27/24,1,WESA,
SC-ZUM,9/27/24,1,LESA,
SC-ZUM,9/27/24,1,Peeps,
SC-ZUM,9/27/24,1,WHIM,
SC-ZUM,9/27/24,1,LBCU,
SC-ZUM,9/27/24,1,MAGO,
SC-ZUM,9/27/24,1,LBDO,
SC-ZUM,9/27/24,1,RBGU,
SC-ZUM,9/27/24,1,WEGU,45
SC-ZUM,9/27/24,1,CAGU,1
SC-ZUM,9/27/24,1,Tern_sp.,
SC-ZUM,9/27/24,1,CATE,
SC-ZUM,9/27/24,1,ROTE,
SC-ZUM,9/27/24,1,ELTE,
SC-ZUM,9/27/24,1,FOTE,
SC-ZUM,9/27/24,1,ROPI,
SC-ZUM,9/27/24,1,ECDO,
SC-ZUM,9/27/24,1,MODO,
SC-ZUM,9/27/24,1,ANHU,
SC-ZUM,9/27/24,1,ALHU,
SC-ZUM,9/27/24,1,COHU,
SC-ZUM,9/27/24,1,Hummingbird_sp.,
SC-ZUM,9/27/24,1,BEKI,
SC-ZUM,9/27/24,1,DOWO,
SC-ZUM,9/27/24,1,HAWO,
SC-ZUM,9/27/24,1,NUWO,
SC-ZUM,9/27/24,1,Empidonax,
SC-ZUM,9/27/24,1,BLPH,
SC-ZUM,9/27/24,1,SAPH,1
SC-ZUM,9/27/24,1,CAKI,
SC-ZUM,9/27/24,1,WEKI,
SC-ZUM,9/27/24,1,CASJ,
SC-ZUM,9/27/24,1,AMCR,5
SC-ZUM,9/27/24,1,CORA,
SC-ZUM,9/27/24,1,CLSW,
SC-ZUM,9/27/24,1,BASW,
SC-ZUM,9/27/24,1,NRWS,
SC-ZUM,9/27/24,1,OATI,
SC-ZUM,9/27/24,1,BUSH,
SC-ZUM,9/27/24,1,HOWR,
SC-ZUM,9/27/24,1,BEWR,
SC-ZUM,9/27/24,1,RCKI,
SC-ZUM,9/27/24,1,BGGN,1
SC-ZUM,9/27/24,1,WEBB,
SC-ZUM,9/27/24,1,AMRO,
SC-ZUM,9/27/24,1,NOMO,
SC-ZUM,9/27/24,1,EUST,
SC-ZUM,9/27/24,1,OCWA,
SC-ZUM,9/27/24,1,YEWA,
SC-ZUM,9/27/24,1,COYE,
SC-ZUM,9/27/24,1,NAWA,
SC-ZUM,9/27/24,1,YRWA,
SC-ZUM,9/27/24,1,CATO,
SC-ZUM,9/27/24,1,SPTO,
SC-ZUM,9/27/24,1,SOSP,
SC-ZUM,9/27/24,1,BSSP,
SC-ZUM,9/27/24,1,WCSP,
SC-ZUM,9/27/24,1,DEJU,
SC-ZUM,9/27/24,1,RWBB,
SC-ZUM,9/27/24,1,GTGR,
SC-ZUM,9/27/24,1,HOOR,
SC-ZUM,9/27/24,1,BUOR,
SC-ZUM,9/27/24,1,HOFI,
SC-ZUM,9/27/24,1,AMGO,
SC-ZUM,9/27/24,1,LEGO,
SC-ZUM,9/27/24,1,HOSP,
SC-ZUM,9/27/24,1,BHCO,
SC-ZUM,9/27/24,1,AMPI,
SC-ZUM,9/27/24,1,PISI,
SC-ZUM,9/27/24,1,WREN,
SC-TOP,9/27/24,1,HOGR,
SC-TOP,9/27/24,1,PBGR,
SC-TOP,9/27/24,1,WEGR,
SC-TOP,9/27/24,1,WHPE,
SC-TOP,9/27/24,1,BRPE,
SC-TOP,9/27/24,1,DCCO,1
SC-TOP,9/27/24,1,BCNH,
SC-TOP,9/27/24,1,GBHE,
SC-TOP,9/27/24,1,REEG,
SC-TOP,9/27/24,1,SNEG,1
SC-TOP,9/27/24,1,GREG,
SC-TOP,9/27/24,1,MALL,
SC-TOP,9/27/24,1,GADW,
SC-TOP,9/27/24,1,CITE,
SC-TOP,9/27/24,1,BWTE,
SC-TOP,9/27/24,1,TUVU,
SC-TOP,9/27/24,1,OSPR,
SC-TOP,9/27/24,1,WTKI,
SC-TOP,9/27/24,1,NOHA,
SC-TOP,9/27/24,1,COHA,
SC-TOP,9/27/24,1,RSHA,
SC-TOP,9/27/24,1,RTHA,
SC-TOP,9/27/24,1,AMKE,
SC-TOP,9/27/24,1,PEFA,
SC-TOP,9/27/24,1,VIRA,
SC-TOP,9/27/24,1,LFRR,
SC-TOP,9/27/24,1,AMCO,
SC-TOP,9/27/24,1,BBPL,
SC-TOP,9/27/24,1,KILL,
SC-TOP,9/27/24,1,AMAV,
SC-TOP,9/27/24,1,BNST,
SC-TOP,9/27/24,1,WILL,
SC-TOP,9/27/24,1,GRYE,
SC-TOP,9/27/24,1,SPSA,
SC-TOP,9/27/24,1,WESA,
SC-TOP,9/27/24,1,LESA,
SC-TOP,9/27/24,1,Peeps,
SC-TOP,9/27/24,1,WHIM,
SC-TOP,9/27/24,1,LBCU,
SC-TOP,9/27/24,1,MAGO,
SC-TOP,9/27/24,1,LBDO,
SC-TOP,9/27/24,1,RBGU,
SC-TOP,9/27/24,1,WEGU,2
SC-TOP,9/27/24,1,CAGU,
SC-TOP,9/27/24,1,Tern_sp.,
SC-TOP,9/27/24,1,CATE,
SC-TOP,9/27/24,1,ROTE,
SC-TOP,9/27/24,1,ELTE,
SC-TOP,9/27/24,1,FOTE,
SC-TOP,9/27/24,1,ROPI,5
SC-TOP,9/27/24,1,ECDO,
SC-TOP,9/27/24,1,MODO,
SC-TOP,9/27/24,1,ANHU,
SC-TOP,9/27/24,1,ALHU,
SC-TOP,9/27/24,1,COHU,
SC-TOP,9/27/24,1,Hummingbird_sp.,
SC-TOP,9/27/24,1,BEKI,1
SC-TOP,9/27/24,1,DOWO,
SC-TOP,9/27/24,1,HAWO,
SC-TOP,9/27/24,1,NUWO,
SC-TOP,9/27/24,1,Empidonax,
SC-TOP,9/27/24,1,BLPH,2
SC-TOP,9/27/24,1,SAPH,
SC-TOP,9/27/24,1,CAKI,
SC-TOP,9/27/24,1,WEKI,
SC-TOP,9/27/24,1,CASJ,
SC-TOP,9/27/24,1,AMCR,1
SC-TOP,9/27/24,1,CORA,
SC-TOP,9/27/24,1,CLSW,
SC-TOP,9/27/24,1,BASW,
SC-TOP,9/27/24,1,NRWS,
SC-TOP,9/27/24,1,OATI,
SC-TOP,9/27/24,1,BUSH,
SC-TOP,9/27/24,1,HOWR,
SC-TOP,9/27/24,1,BEWR,
SC-TOP,9/27/24,1,RCKI,
SC-TOP,9/27/24,1,BGGN,
SC-TOP,9/27/24,1,WEBB,
SC-TOP,9/27/24,1,AMRO,
SC-TOP,9/27/24,1,NOMO,
SC-TOP,9/27/24,1,EUST,
SC-TOP,9/27/24,1,OCWA,
SC-TOP,9/27/24,1,YEWA,
SC-TOP,9/27/24,1,COYE,
SC-TOP,9/27/24,1,NAWA,
SC-TOP,9/27/24,1,YRWA,
SC-TOP,9/27/24,1,CATO,
SC-TOP,9/27/24,1,SPTO,
SC-TOP,9/27/24,1,SOSP,1
SC-TOP,9/27/24,1,BSSP,
SC-TOP,9/27/24,1,WCSP,
SC-TOP,9/27/24,1,DEJU,
SC-TOP,9/27/24,1,RWBB,
SC-TOP,9/27/24,1,GTGR,
SC-TOP,9/27/24,1,HOOR,
SC-TOP,9/27/24,1,BUOR,
SC-TOP,9/27/24,1,HOFI,
SC-TOP,9/27/24,1,AMGO,
SC-TOP,9/27/24,1,LEGO,
SC-TOP,9/27/24,1,HOSP,
SC-TOP,9/27/24,1,HEGU,
